PERIODO	COMUNA	NÚMERO INCENDIOS FORESTALES	PINO INSIGNE 0 A 10 AÑOS	PINO INSIGNE 11 A 17 AÑOS	PINO INSIGNE 18 O MÁS AÑOS	PINO INSIGNE	EUCALIPTO	OTRAS SP.	TOTAL PLANTACIONES	ARBOLADO	MATORRAL	PASTIZAL	TOTAL NATURAL	TOTAL FORESTAL	TOTAL OTRAS SUPERFICIES	TOTAL SUPERFICIE AFECTADA
2019 - 2020	TALCAHUANO	20	0,02	0,00	1,46	1,48	1,58	0,00	3,06	2,80	13,10	11,33	27,23	30,29	0,01	30,30
2019 - 2020	HUALPEN	6	0,20	0,00	0,03	0,23	0,30	0,00	0,53	0,00	6,35	3,75	10,10	10,63	0,00	10,63
2019 - 2020	PENCO	44	0,21	0,10	0,10	0,41	2,70	0,00	3,11	0,00	64,32	1,35	65,67	68,78	0,04	68,82
2019 - 2020	TOME	217	1,93	4,58	4,80	11,31	32,15	0,00	43,46	10,00	80,19	5,42	95,61	139,06	3,13	142,19
2019 - 2020	FLORIDA	53	0,00	2,00	2,25	4,25	7,71	0,00	11,96	0,11	25,51	5,23	30,85	42,81	6,40	49,21
2019 - 2020	HUALQUI	59	16,83	49,70	245,54	312,07	525,04	35,00	872,11	118,93	231,62	135,85	486,40	1.358,51	5,50	1.364,01
2019 - 2020	SANTA JUANA	40	117,62	0,00	172,45	290,07	460,25	0,00	750,32	466,44	192,18	34,08	692,70	1.443,02	63,79	1.506,81
2019 - 2020	LOTA	69	0,00	0,00	0,01	0,01	1,77	0,00	1,78	0,00	14,49	1,72	16,21	17,99	0,18	18,17
2019 - 2020	CORONEL	61	0,00	0,00	1,23	1,23	2,05	0,15	3,43	6,00	35,82	50,78	92,60	96,03	0,33	96,36
2019 - 2020	SAN PEDRO DE LA PAZ	37	4,50	1,82	3,73	10,05	0,02	0,00	10,07	0,00	11,74	18,59	30,33	40,40	2,02	42,42
2019 - 2020	CHIGUAYANTE	3	11,41	0,00	40,71	52,12	548,27	5,00	605,39	263,89	316,62	8,15	588,66	1.194,05	0,64	1.194,69
2019 - 2020	LEBU	280	0,20	0,60	0,20	1,00	38,84	0,00	39,84	0,40	91,55	7,89	99,85	139,69	3,44	143,13
2019 - 2020	CURANILAHUE	299	60,59	44,87	12,78	118,24	99,51	0,00	217,75	67,10	114,12	5,96	187,18	404,93	4,66	409,59
2019 - 2020	ARAUCO	145	0,00	1,35	2,50	3,85	8,93	0,00	12,78	0,00	653,91	67,88	721,79	734,57	18,50	753,07
2019 - 2020	LOS ALAMOS	219	0,02	0,40	3,00	3,42	17,04	0,00	20,46	11,27	103,09	26,83	141,19	161,65	17,06	178,70
2019 - 2020	CANETE	248	1.233,49	114,42	26,15	1.374,06	730,74	0,00	2.104,80	51,20	755,22	271,08	1.077,50	3.182,30	217,27	3.399,57
2019 - 2020	CONTULMO	71	153,49	68,59	38,11	260,19	191,03	0,90	452,12	16,92	504,32	23,61	544,85	996,97	100,27	1.097,24
2019 - 2020	TIRUA	157	105,43	53,90	49,04	208,37	235,72	0,00	444,09	47,10	497,18	118,80	663,08	1.107,17	172,13	1.279,30
2019 - 2020	ANGOL	95	101,18	8,30	47,78	157,26	858,62	1,34	1.017,22	73,34	418,34	175,22	666,90	1.684,12	68,19	1.752,31
2019 - 2020	PUREN	21	2,65	0,00	0,70	3,35	6,50	0,00	9,85	1,00	4,35	5,04	10,39	20,24	10,54	30,78
2019 - 2020	LOS SAUCES	61	264,18	27,93	81,65	373,76	1.674,11	18,50	2.066,37	185,64	210,07	388,29	784,00	2.850,37	303,69	3.154,06
2019 - 2020	RENAICO	19	24,67	0,00	265,15	289,82	592,00	42,48	924,30	163,36	149,95	97,57	410,88	1.335,18	92,93	1.428,11
2019 - 2020	COLLIPULLI	393	274,03	35,90	58,29	368,22	249,36	1,69	619,27	54,97	910,56	132,94	1.098,46	1.717,73	673,19	2.390,93
2019 - 2020	ERCILLA	92	10,88	0,66	841,28	852,82	1.042,12	0,00	1.894,94	540,37	715,35	418,19	1.673,91	3.568,85	1.135,47	4.704,31
2019 - 2020	TRAIGUEN	67	352,95	52,32	570,62	975,89	2.790,01	0,00	3.765,90	816,96	888,33	2.150,16	3.855,45	7.621,35	726,61	8.347,96
2019 - 2020	LUMACO	191	197,83	93,18	177,68	468,69	406,58	0,20	875,47	204,46	1.639,41	244,97	2.088,84	2.964,31	396,07	3.360,38
2019 - 2020	VICTORIA	131	27,49	6,36	137,66	171,51	197,67	0,50	369,68	349,31	450,69	317,37	1.117,37	1.487,05	6.525,61	8.012,66
2019 - 2020	CURACAUTIN	6	0,00	0,00	0,00	0,00	0,50	0,00	0,50	0,01	0,23	0,22	0,46	0,96	3,62	4,58
2019 - 2020	LONQUIMAY	11	0,00	0,00	0,00	0,00	0,00	0,00	0,00	6,41	7,09	12,75	26,25	26,25	0,51	26,76
2019 - 2020	TEMUCO	93	2,33	0,02	1,56	3,91	35,52	0,06	39,49	26,56	61,75	151,62	239,93	279,42	106,89	386,31
2019 - 2020	LAUTARO	49	0,30	1,57	4,38	6,25	154,83	0,40	161,48	24,66	57,00	48,37	130,03	291,51	285,16	576,67
2019 - 2020	PERQUENCO	9	0,33	39,98	80,63	120,94	31,52	0,00	152,46	108,36	19,40	10,03	137,79	290,25	506,68	796,93
2019 - 2020	GALVARINO	185	115,25	73,58	150,57	339,40	778,82	0,84	1.119,06	258,95	466,95	642,04	1.367,94	2.487,00	564,10	3.051,10
2019 - 2020	NUEVA IMPERIAL	53	13,71	29,78	57,66	101,15	172,94	5,43	279,52	34,13	85,03	140,53	259,69	539,21	103,18	642,39
2019 - 2020	CARAHUE	69	256,66	1,56	64,77	322,99	94,17	0,00	417,16	141,07	319,21	46,80	507,08	924,24	178,53	1.102,77
2019 - 2020	SAAVEDRA	5	0,00	0,00	0,00	0,00	3,00	0,00	3,00	0,25	2,04	2,62	4,91	7,91	0,00	7,91
2019 - 2020	VILCUN	15	0,00	0,00	0,00	0,00	2,00	1,00	3,00	11,44	15,05	16,36	42,85	45,85	136,43	182,28
2019 - 2020	CHOL CHOL	69	72,77	69,65	2,73	145,15	92,97	0,30	238,42	52,62	78,69	92,37	223,68	462,10	30,69	492,79
2019 - 2020	FREIRE	14	0,05	0,00	0,00	0,05	0,00	0,00	0,05	18,40	19,46	22,65	60,51	60,56	50,60	111,16
2019 - 2020	CUNCO	7	0,00	0,00	0,00	0,00	2,10	0,00	2,10	0,09	0,63	0,40	1,12	3,22	3,39	6,61
2019 - 2020	PITRUFQUEN	22	0,00	0,00	6,69	6,69	129,01	0,00	135,70	181,11	56,00	183,54	420,65	556,35	101,21	657,56
2019 - 2020	GORBEA	12	3,05	0,00	2,36	5,41	14,53	0,00	19,94	8,56	43,14	5,84	57,54	77,48	10,70	88,18
2019 - 2020	TOLTEN	8	0,00	5,00	4,00	9,00	3,00	0,00	12,00	6,78	10,52	1,52	18,82	30,82	9,00	39,82
2019 - 2020	LONCOCHE	6	0,00	0,70	0,00	0,70	0,99	0,00	1,69	1,53	10,17	1,42	13,12	14,81	2,08	16,89
2019 - 2020	VILLARRICA	17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,62	3,49	6,01	10,12	10,12	0,42	10,54
2019 - 2020	PUCON	4	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,53	2,00	2,00	5,53	5,53	0,03	5,56
2019 - 2020	CURARREHUE	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,04	0,07	0,00	0,11	0,11	0,00	0,11
2019 - 2020	MELIPEUCO	4	0,00	0,30	0,00	0,30	0,00	0,00	0,30	0,31	0,10	0,00	0,41	0,71	0,50	1,21
2019 - 2020	TEODORO SCHMIDT	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,70	0,00	0,70	0,70	3,00	3,70
2019 - 2020	PADRE LAS CASAS	70	21,85	23,53	16,00	61,38	30,89	0,00	92,27	41,41	118,70	68,22	228,33	320,60	102,13	422,73
2019 - 2020	VALDIVIA	20	0,00	0,00	1,55	1,55	0,40	0,00	1,95	0,36	1,66	0,32	2,33	4,28	0,62	4,90
2019 - 2020	MARIQUINA	27	0,00	0,48	0,50	0,98	48,39	0,09	49,46	171,60	73,22	2,33	247,15	296,61	6,68	303,29
2019 - 2020	LANCO	5	0,00	0,00	0,10	0,10	0,00	0,00	0,10	0,30	3,28	9,34	12,92	13,02	0,05	13,07
2019 - 2020	LOS LAGOS	9	0,00	0,00	1,50	1,50	0,10	0,00	1,60	0,00	0,85	0,02	0,87	2,47	0,11	2,57
2019 - 2020	CORRAL	6	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,20	3,36	0,04	3,60	3,60	0,23	3,83
2019 - 2020	MAFIL	5	0,00	0,00	0,00	0,00	0,50	0,00	0,50	0,01	0,66	0,90	1,57	2,07	0,01	2,08
2019 - 2020	PANGUIPULLI	5	0,00	1,50	0,00	1,50	0,00	0,00	1,50	1,95	0,08	0,19	2,22	3,72	8,50	12,22
2019 - 2020	PAILLACO	16	0,00	0,00	0,00	0,00	8,14	0,00	8,14	0,69	1,32	0,72	2,73	10,87	9,47	20,34
2019 - 2020	LA UNIÓN	19	0,00	0,17	0,03	0,20	4,00	0,00	4,20	1,90	9,06	17,62	28,58	32,78	32,00	64,78
2019 - 2020	FUTRONO	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,50	0,50	0,57	1,57	1,57	0,00	1,57
2019 - 2020	RÍO BUENO	8	0,00	0,00	0,00	0,00	4,00	0,00	4,00	15,56	23,77	4,40	43,73	47,73	110,02	157,75
2019 - 2020	LAGO RANCO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	OSORNO	7	0,00	0,00	0,01	0,01	0,01	0,00	0,02	0,01	1,90	0,35	2,26	2,28	0,05	2,33
2019 - 2020	SAN PABLO	5	0,10	0,00	0,00	0,10	0,35	0,00	0,45	2,88	3,40	0,10	6,38	6,83	64,40	71,23
2019 - 2020	PEYUHUE	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	PUERTO OCTAY	3	0,00	0,00	0,00	0,00	0,02	0,00	0,02	0,00	1,03	0,00	1,03	1,05	0,20	1,25
2019 - 2020	ENTRE LAGOS	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	RIO NEGRO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	PURRANQUE	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,10	0,00	0,10	0,10	1,70	1,80
2019 - 2020	SAN JUAN DE LA COSTA	9	3,60	0,00	0,00	3,60	3,02	0,00	6,62	0,13	1,05	0,70	1,88	8,50	0,27	8,77
2019 - 2020	PUERTO MONTT	65	0,10	0,00	0,00	0,10	0,00	0,00	0,10	1,76	21,36	0,67	23,78	23,88	0,17	24,05
2019 - 2020	COCHAMO	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,64	0,00	0,00	1,64	1,64	0,00	1,64
2019 - 2020	CALBUCO	6	0,00	0,00	0,00	0,00	0,25	0,00	0,25	2,35	8,35	0,03	10,73	10,98	4,00	14,98
2019 - 2020	MAULLIN	2	0,00	0,00	0,00	0,00	0,70	0,00	0,70	0,50	3,00	0,20	3,70	4,40	0,60	5,00
2019 - 2020	LOS MUERMOS	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,05	0,05	0,00	0,10	0,10	0,15	0,25
2019 - 2020	FRESIA	5	0,00	0,30	0,00	0,30	0,00	0,00	0,30	1,41	0,05	1,40	2,86	3,16	3,35	6,51
2019 - 2020	FRUTILLAR	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	LLANQUIHUE	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	PUERTO VARAS	7	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,07	1,50	0,00	1,57	1,57	3,00	4,57
2019 - 2020	CASTRO	9	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,85	5,40	0,00	6,25	6,25	0,00	6,25
2019 - 2020	ANCUD	6	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,11	1,71	0,00	1,82	1,82	0,10	1,92
2019 - 2020	QUEMCHI	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	CURACO DE VELEZ	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	DALCAHUE	12	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,46	18,17	2,10	21,73	21,73	1,55	23,28
2019 - 2020	QUINCHAO	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,86	0,00	0,86	0,86	0,00	0,86
2019 - 2020	PUQUELDON	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	CHONCHI	8	0,00	0,00	0,00	0,00	0,00	0,00	0,00	2,30	4,36	0,02	6,68	6,68	0,03	6,71
2019 - 2020	QUEILEN	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	QUELLON	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,20	0,00	0,20	0,20	0,60	0,80
2019 - 2020	CHAITEN	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	PALENA	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,01	0,06	0,00	0,07	0,07	0,00	0,07
2019 - 2020	FUTALEUFU	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	HUALAIHUE	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	COYHAIQUE	9	0,00	0,01	0,00	0,01	0,00	0,00	0,01	0,00	0,04	0,13	0,18	0,19	0,07	0,26
2019 - 2020	LAGO VERDE	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,50	0,00	0,00	0,50	0,50	0,00	0,50
2019 - 2020	AYSEN	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	CISNES	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	GUAYTECAS	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	CHILE CHICO	5	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,30	0,61	1,11	3,02	3,02	0,72	3,74
2019 - 2020	RIO IBAÑEZ	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	3,93	12,91	9,16	26,00	26,00	0,05	26,05
2019 - 2020	COCHRANE	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	5,20	5,20	5,20	0,01	5,21
2019 - 2020	OHIGGINS	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	TORTEL	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	PUNTA ARENAS	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,03	0,03	0,00	0,03
2019 - 2020	LAGUNA BLANCA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	RIO VERDE	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	SAN GREGORIO	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	9,70	9,70	9,70	0,00	9,70
2019 - 2020	PUERTO NATALES	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,01	0,51	1,01	1,53	1,53	0,05	1,58
2019 - 2020	TORRES DEL PAINE	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	5,00	6,90	11,90	11,90	0,00	11,90
2019 - 2020	PORVENIR	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	TIMAUKEL	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	PRIMAVERA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	NAVARINO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	COLINA	4	0,00	0,00	0,00	0,00	0,00	0,10	0,10	0,00	0,10	0,12	0,22	0,32	1,00	1,32
2019 - 2020	LAMPA	31	0,00	0,00	0,00	0,00	0,20	0,00	0,20	219,11	274,96	527,51	1.021,58	1.021,78	0,21	1.021,98
2019 - 2020	TILTIL	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,50	2,00	2,71	5,21	5,21	0,00	5,21
2019 - 2020	PUENTE ALTO	7	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,14	0,16	1,12	1,42	1,42	0,00	1,42
2019 - 2020	PIRQUE	13	0,00	0,00	0,00	0,00	2,51	0,00	2,51	25,61	37,02	63,35	125,98	128,49	0,30	128,79
2019 - 2020	SAN JOSE DE MAIPO	5	0,00	0,00	3,00	3,00	0,00	0,00	3,00	235,80	415,40	570,79	1.221,99	1.224,99	0,20	1.225,19
2019 - 2020	SAN BERNARDO	10	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,50	1,63	2,13	2,13	9,50	11,63
2019 - 2020	BUIN	12	0,20	0,00	0,00	0,20	3,30	0,00	3,50	1,11	3,61	6,41	11,12	14,62	1,00	15,62
2019 - 2020	PAINE	16	0,00	0,00	0,00	0,00	1,90	0,00	1,90	15,90	24,00	36,02	75,92	77,82	0,20	78,02
2019 - 2020	CALERA DE TANGO	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,01	0,01	0,01	0,00	0,01
2019 - 2020	TALAGANTE	22	0,00	0,00	0,00	0,00	1,00	0,00	1,00	1,85	3,30	10,91	16,06	17,06	0,20	17,26
2019 - 2020	PENAFLOR	9	0,00	0,00	0,00	0,00	1,00	0,10	1,10	0,20	5,05	2,57	7,82	8,92	0,00	8,92
2019 - 2020	EL MONTE	22	0,00	0,00	0,00	0,00	9,50	0,50	10,00	2,95	9,65	11,81	24,41	34,41	0,51	34,92
2019 - 2020	ISLA DE MAIPO	13	0,00	0,00	0,00	0,00	2,00	0,00	2,00	6,68	13,74	8,87	29,29	31,29	0,06	31,35
2019 - 2020	PADRE HURTADO	3	0,00	0,00	0,00	0,00	0,30	0,00	0,30	0,00	11,40	20,50	31,90	32,20	0,00	32,20
2019 - 2020	MELIPILLA	72	0,00	0,00	0,00	0,00	4,24	0,40	4,64	13,40	32,91	63,68	109,98	114,62	19,90	134,52
2019 - 2020	MARIA PINTO	17	0,00	0,00	0,00	0,00	0,30	0,00	0,30	0,41	1,02	2,68	4,11	4,41	0,03	4,44
2019 - 2020	SAN PEDRO	83	0,00	0,00	0,15	0,15	46,70	0,50	47,35	23,93	115,62	189,88	329,43	376,78	7,00	383,78
2019 - 2020	CURACAVI	27	0,00	0,00	0,10	0,10	0,41	0,00	0,51	0,39	1,33	3,22	4,93	5,44	0,94	6,38
2019 - 2020	ALHUE	11	0,00	0,00	0,00	0,00	0,10	0,00	0,10	64,45	219,03	4,63	288,11	288,21	0,00	288,21
2019 - 2020	SANTIAGO	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,01	0,01	0,01	0,00	0,01
2019 - 2020	INDEPENDENCIA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	RECOLETA	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,15	0,15
2019 - 2020	ESTACION CENTRAL	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	CONCHALI	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	HUECHURABA	4	0,00	0,00	0,00	0,00	0,01	0,00	0,01	0,01	0,20	0,14	0,35	0,36	0,00	0,36
2019 - 2020	QUILICURA	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,40	0,40	0,40	0,00	0,40
2019 - 2020	RENCA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	QUINTA NORMAL	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	PUDAHUEL	9	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,00	2,70	4,62	8,32	8,32	0,50	8,82
2019 - 2020	CERRO NAVIA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	LO PRADO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	MAIPU	4	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,50	4,60	6,10	6,10	0,00	6,10
2019 - 2020	PEDRO AGUIRRE CERDA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	CERRILLOS	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	LO ESPEJO	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	LA PINTANA	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,01	0,01	0,01	0,00	0,01
2019 - 2020	EL BOSQUE	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	LA FLORIDA	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,10	0,10	0,10	0,00	0,10
2019 - 2020	LA GRANJA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	MACUL	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	PENALOLEN	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,10	0,10	0,20	0,20	0,30	0,50
2019 - 2020	LA REINA	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,01	0,01	0,01	0,20	0,21
2019 - 2020	PROVIDENCIA	4	0,00	0,00	0,00	0,00	0,00	0,00	0,00	2,01	0,82	0,53	3,36	3,36	0,00	3,36
2019 - 2020	ÑUÑOA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	LAS CONDES	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,01	0,01	0,01	0,00	0,01
2019 - 2020	VITACURA	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2019 - 2020	LO BARNECHEA	5	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,05	4,70	3,11	8,86	8,86	0,00	8,86
2018 - 2019	ARICA	4	0,00	0,00	0,00		0,00	0,00	0,00	0,00	0,60	2,63	3,23	0,00	3,23	4,89
2018 - 2019	CAMARONES	2	0,00	0,00	0,00		0,00	0,00	0,00	0,01	0,30	18,19	18,50	0,00	18,50	8,00
2018 - 2019	PUTRE	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,17	10,70	11,87	11,87	0,00	11,87
2018 - 2019	GENERAL LAGOS															
2018 - 2019	IQUIQUE															
2018 - 2019	ALTO HOSPICIO															
2018 - 2019	POZO ALMONTE	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,82	0,18	1,00	1,00	0,00	1,00
2018 - 2019	CAMIÑA															
2018 - 2019	COLCHANE															
2018 - 2019	HUARA															
2018 - 2019	PICA	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,04	0,04
2018 - 2019	ANTOFAGASTA															
2018 - 2019	MEJILLONES															
2018 - 2019	SIERRA GORDA															
2018 - 2019	TALTAL															
2018 - 2019	CALAMA															
2018 - 2019	OLLAGUE															
2018 - 2019	SAN PEDRO DE ATACAMA															
2018 - 2019	TOCOPILLA															
2018 - 2019	MARIA ELENA															
2018 - 2019	COPIAPÓ															
2018 - 2019	CALDERA															
2018 - 2019	TIERRA AMARILLA															
2018 - 2019	CHAÑARAL															
2018 - 2019	DIEGO DE ALMAGRO															
2018 - 2019	VALLENAR	18	0,20	0,00	0,00	0,20	5,00	0,00	5,20	4,86	8,67	29,81	43,34	48,54	1,10	49,64
2018 - 2019	ALTO DEL CARMEN	3	0,00	0,00	0,00	0,00	0,10	0,00	0,10	0,10	0,10	0,50	0,70	0,80	0,00	0,80
2018 - 2019	FREIRINA	8	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,76	1,25	2,01	2,01	0,26	2,27
2018 - 2019	HUASCO															
2018 - 2019	ANDACOLLO															
2018 - 2019	COQUIMBO	6	0,00	0,00	0,00	0,00	0,55	0,00	0,55	0,00	0,41	1,02	1,43	1,98	0,20	2,18
2018 - 2019	LA HIGUERA															
2018 - 2019	LA SERENA	10	0,00	0,00	0,00	0,00	0,03	0,00	0,03	0,01	4,51	0,30	4,83	4,85	0,00	4,85
2018 - 2019	PAIHUANO	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
2018 - 2019	VICUNA	5	0,00	0,00	0,00	0,00	1,83	0,00	1,83	1,46	3,64	1,00	6,10	7,93	0,50	8,43
2018 - 2019	COMBARBALA	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,50	1,50	2,00	5,00	5,00	0,00	5,00
2018 - 2019	MONTE PATRIA	5	0,00	0,00	0,00	0,00	0,00	0,00	0,00	2,20	0,70	0,70	3,60	3,60	0,00	3,60
2018 - 2019	OVALLE	44	0,00	0,00	0,00	0,00	8,78	0,00	8,78	23,10	36,42	48,80	108,32	117,10	0,10	117,20
2018 - 2019	PUNITAQUI															
2018 - 2019	RIO HURTADO															
2018 - 2019	CANELA															
2018 - 2019	ILLAPEL	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	2,00	5,50	13,70	21,20	21,20	0,00	21,20
2018 - 2019	LOS VILOS	9	0,00	0,00	0,00	0,00	0,00	0,00	0,00	16,10	12,80	18,02	46,92	46,92	0,22	47,13
